participant,video,frame_rate
599a5dac-f796-4c05-b742-60b8216e51e7,Sadness_12_1587,29.27536231884058
599a5dac-f796-4c05-b742-60b8216e51e7,Sadness_2_1259,28.625
599a5dac-f796-4c05-b742-60b8216e51e7,Sadness_8_0226,28.75
599a5dac-f796-4c05-b742-60b8216e51e7,Surprise_1_0976,28.75
599a5dac-f796-4c05-b742-60b8216e51e7,Surprise_4_1436,28.625
599a5dac-f796-4c05-b742-60b8216e51e7,Surprise_9_1899,29.166666666666668
5fd09851-a593-4bea-80f1-322004743c44,Anger_1_0218,30.375
5fd09851-a593-4bea-80f1-322004743c44,Anger_2_0681,30.375
5fd09851-a593-4bea-80f1-322004743c44,Anger_5_0733,30.5
5fd09851-a593-4bea-80f1-322004743c44,Disgust_11_1940,30.205479452054796
5fd09851-a593-4bea-80f1-322004743c44,Disgust_3_0876,30.5
5fd09851-a593-4bea-80f1-322004743c44,Disgust_8_1441,30.5
5fd09851-a593-4bea-80f1-322004743c44,Fear_0_1375,30.375
5fd09851-a593-4bea-80f1-322004743c44,Fear_5_0137,30.375
5fd09851-a593-4bea-80f1-322004743c44,Fear_7_1779,30.362903225806456
5fd09851-a593-4bea-80f1-322004743c44,Joy_1_1032,30.5
5fd09851-a593-4bea-80f1-322004743c44,Joy_3_2034,30.5
5fd09851-a593-4bea-80f1-322004743c44,Joy_4_1938,30.375
5fd09851-a593-4bea-80f1-322004743c44,Sadness_0_1959,30.458515283842793
5fd09851-a593-4bea-80f1-322004743c44,Sadness_15_1485,30.5
5fd09851-a593-4bea-80f1-322004743c44,Sadness_9_1164,30.5
5fd09851-a593-4bea-80f1-322004743c44,Surprise_1_0976,30.375
5fd09851-a593-4bea-80f1-322004743c44,Surprise_5_0468,30.5
5fd09851-a593-4bea-80f1-322004743c44,Surprise_6_0602,30.25
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Anger_15_1260,10.471698113207548
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Anger_1_0218,9.625
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Anger_5_0733,9.625
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Disgust_0_0187,9.125
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Disgust_1_0235,9.625
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Disgust_2_0713,9.717514124293784
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Fear_0_1375,9.25
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Fear_2_0395,9.625
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Fear_9_1172,9.833333333333334
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Joy_1_1032,9.25
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Joy_6_1953,9.625
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Joy_9_1363,9.75
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Sadness_0_1959,10.91703056768559
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Sadness_12_1587,9.782608695652174
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Sadness_6_0059,9.625
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Surprise_10_1234,9.846827133479211
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Surprise_1_0976,9.375
679fd330-2791-4f86-8e63-5b4fb4fb63f3,Surprise_6_0602,9.625
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Anger_0_1310,14.0
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Anger_2_0681,14.0
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Anger_5_0733,14.125
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Disgust_11_1940,14.452054794520548
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Disgust_2_0713,14.124293785310732
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Disgust_5_1044,19.0
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Fear_1_1422,14.624724061810156
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Fear_3_0025,14.25
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Fear_9_1172,14.555555555555555
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Joy_6_1953,14.0
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Joy_7_0593,14.555555555555555
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Joy_8_1712,14.0
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Sadness_0_1959,14.192139737991265
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Sadness_13_0673,20.75
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Sadness_9_1164,14.125
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Surprise_10_1234,14.514952589350838
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Surprise_5_0468,13.625
7c6628b8-d21b-401e-a4e3-3c8ca010cde2,Surprise_9_1899,14.329268292682928
867ccea1-77eb-4ec5-8e52-738f37532499,Anger_12_0595,20.16574585635359
867ccea1-77eb-4ec5-8e52-738f37532499,Anger_15_1260,20.37735849056604
867ccea1-77eb-4ec5-8e52-738f37532499,Anger_8_0971,20.375
867ccea1-77eb-4ec5-8e52-738f37532499,Disgust_5_1044,20.5
867ccea1-77eb-4ec5-8e52-738f37532499,Disgust_7_1425,17.5
867ccea1-77eb-4ec5-8e52-738f37532499,Disgust_8_1441,20.125
867ccea1-77eb-4ec5-8e52-738f37532499,Fear_0_1375,20.125
867ccea1-77eb-4ec5-8e52-738f37532499,Fear_1_1422,20.198675496688743
867ccea1-77eb-4ec5-8e52-738f37532499,Fear_2_0395,20.25
867ccea1-77eb-4ec5-8e52-738f37532499,Joy_1_1032,17.0
867ccea1-77eb-4ec5-8e52-738f37532499,Joy_4_1938,20.5
867ccea1-77eb-4ec5-8e52-738f37532499,Joy_9_1363,20.25
867ccea1-77eb-4ec5-8e52-738f37532499,Sadness_13_0673,20.25
867ccea1-77eb-4ec5-8e52-738f37532499,Sadness_3_0975,20.55961070559611
867ccea1-77eb-4ec5-8e52-738f37532499,Sadness_9_1164,20.5
867ccea1-77eb-4ec5-8e52-738f37532499,Surprise_0_0509,20.308641975308642
867ccea1-77eb-4ec5-8e52-738f37532499,Surprise_1_0976,20.5
867ccea1-77eb-4ec5-8e52-738f37532499,Surprise_7_1002,19.260700389105057
89c7352d-1a39-42d6-a52b-dacf282cef53,Anger_0_1310,15.125
89c7352d-1a39-42d6-a52b-dacf282cef53,Anger_13_1026,23.658536585365855
89c7352d-1a39-42d6-a52b-dacf282cef53,Anger_1_0218,24.0
89c7352d-1a39-42d6-a52b-dacf282cef53,Disgust_1_0235,15.625
89c7352d-1a39-42d6-a52b-dacf282cef53,Disgust_4_0929,24.606060606060606
89c7352d-1a39-42d6-a52b-dacf282cef53,Disgust_5_1044,15.375
89c7352d-1a39-42d6-a52b-dacf282cef53,Fear_3_0025,15.375
89c7352d-1a39-42d6-a52b-dacf282cef53,Fear_4_1964,27.032967032967033
89c7352d-1a39-42d6-a52b-dacf282cef53,Fear_9_1172,16.11111111111111
89c7352d-1a39-42d6-a52b-dacf282cef53,Joy_4_1938,17.625
89c7352d-1a39-42d6-a52b-dacf282cef53,Joy_5_0380,15.375
89c7352d-1a39-42d6-a52b-dacf282cef53,Joy_6_1953,15.625
89c7352d-1a39-42d6-a52b-dacf282cef53,Sadness_13_0673,15.375
89c7352d-1a39-42d6-a52b-dacf282cef53,Sadness_15_1485,15.25
89c7352d-1a39-42d6-a52b-dacf282cef53,Sadness_2_1259,15.125
89c7352d-1a39-42d6-a52b-dacf282cef53,Surprise_1_0976,18.5
89c7352d-1a39-42d6-a52b-dacf282cef53,Surprise_3_1433,15.789473684210527
89c7352d-1a39-42d6-a52b-dacf282cef53,Surprise_9_1899,15.955284552845528
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Anger_12_0595,14.972375690607734
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Anger_13_1026,15.000000000000002
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Anger_15_1260,14.90566037735849
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Disgust_3_0876,14.875
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Disgust_5_1044,14.875
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Disgust_8_1441,14.375
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Fear_1_1422,15.011037527593821
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Fear_2_0395,14.875
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Fear_7_1779,14.758064516129034
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Joy_3_2034,15.0
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Joy_5_0380,14.875
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Joy_7_0593,14.944444444444445
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Sadness_15_1485,15.0
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Sadness_2_1259,14.875
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Sadness_6_0059,14.875
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Surprise_1_0976,15.0
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Surprise_3_1433,14.985380116959064
8d4a2a85-e509-4f8e-8934-fea4ae0b2a35,Surprise_6_0602,14.875
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Anger_10_1844,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Anger_13_1026,29.634146341463417
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Anger_5_0733,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Disgust_0_0187,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Disgust_10_1907,29.87603305785124
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Disgust_11_1940,29.65753424657534
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Fear_0_1375,29.75
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Fear_2_0395,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Fear_3_0025,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Joy_2_1034,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Joy_3_2034,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Joy_9_1363,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Sadness_10_0611,29.770408163265305
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Sadness_13_0673,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Sadness_6_0059,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Surprise_3_1433,29.678362573099417
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Surprise_4_1436,29.625
9e53f2ad-f2b0-4bc2-80db-c222ca0194ce,Surprise_5_0468,29.625
a529030a-ec7c-4c10-a644-a1604f73715e,Anger_0_1310,14.125
a529030a-ec7c-4c10-a644-a1604f73715e,Anger_13_1026,15.609756097560977
a529030a-ec7c-4c10-a644-a1604f73715e,Anger_2_0681,14.125
a529030a-ec7c-4c10-a644-a1604f73715e,Disgust_11_1940,14.589041095890412
a529030a-ec7c-4c10-a644-a1604f73715e,Disgust_4_0929,15.636363636363637
a529030a-ec7c-4c10-a644-a1604f73715e,Disgust_5_1044,15.875
a529030a-ec7c-4c10-a644-a1604f73715e,Fear_0_1375,15.75
a529030a-ec7c-4c10-a644-a1604f73715e,Fear_5_0137,15.875
a529030a-ec7c-4c10-a644-a1604f73715e,Fear_7_1779,14.879032258064518
a529030a-ec7c-4c10-a644-a1604f73715e,Joy_0_0688,15.38961038961039
a529030a-ec7c-4c10-a644-a1604f73715e,Joy_2_1034,15.75
a529030a-ec7c-4c10-a644-a1604f73715e,Joy_4_1938,15.75
a529030a-ec7c-4c10-a644-a1604f73715e,Sadness_12_1587,14.492753623188404
a529030a-ec7c-4c10-a644-a1604f73715e,Sadness_15_1485,15.875
a529030a-ec7c-4c10-a644-a1604f73715e,Sadness_3_0975,14.355231143552313
a529030a-ec7c-4c10-a644-a1604f73715e,Surprise_2_1277,15.392156862745098
a529030a-ec7c-4c10-a644-a1604f73715e,Surprise_4_1436,15.625
a529030a-ec7c-4c10-a644-a1604f73715e,Surprise_6_0602,14.125
a6603533-c9c3-4962-a724-73d9cb94ebb6,Anger_0_1310,30.25
a6603533-c9c3-4962-a724-73d9cb94ebb6,Anger_13_1026,30.121951219512198
a6603533-c9c3-4962-a724-73d9cb94ebb6,Anger_15_1260,30.18867924528302
a6603533-c9c3-4962-a724-73d9cb94ebb6,Disgust_1_0235,30.375
a6603533-c9c3-4962-a724-73d9cb94ebb6,Disgust_3_0876,30.125
a6603533-c9c3-4962-a724-73d9cb94ebb6,Disgust_8_1441,30.0
a6603533-c9c3-4962-a724-73d9cb94ebb6,Fear_1_1422,30.13245033112583
a6603533-c9c3-4962-a724-73d9cb94ebb6,Fear_6_0687,30.542452830188676
a6603533-c9c3-4962-a724-73d9cb94ebb6,Fear_8_0190,30.25
a6603533-c9c3-4962-a724-73d9cb94ebb6,Joy_1_1032,30.5
a6603533-c9c3-4962-a724-73d9cb94ebb6,Joy_8_1712,30.125
a6603533-c9c3-4962-a724-73d9cb94ebb6,Joy_9_1363,30.25
a6603533-c9c3-4962-a724-73d9cb94ebb6,Sadness_10_0611,30.229591836734695
a6603533-c9c3-4962-a724-73d9cb94ebb6,Sadness_13_0673,30.25
a6603533-c9c3-4962-a724-73d9cb94ebb6,Sadness_2_1259,30.125
a6603533-c9c3-4962-a724-73d9cb94ebb6,Surprise_0_0509,30.12345679012346
a6603533-c9c3-4962-a724-73d9cb94ebb6,Surprise_2_1277,30.294117647058826
a6603533-c9c3-4962-a724-73d9cb94ebb6,Surprise_7_1002,30.1556420233463
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Anger_13_1026,24.878048780487806
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Anger_1_0218,19.375
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Anger_2_0681,24.875
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Disgust_5_1044,24.75
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Disgust_7_1425,24.875
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Disgust_8_1441,24.875
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Fear_0_1375,24.875
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Fear_1_1422,25.055187637969098
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Fear_7_1779,24.798387096774196
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Joy_1_1032,24.875
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Joy_3_2034,24.875
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Joy_7_0593,24.944444444444443
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Sadness_10_0611,24.872448979591837
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Sadness_8_0226,24.875
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Sadness_9_1164,24.875
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Surprise_3_1433,25.0
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Surprise_4_1436,24.625
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Surprise_5_0468,24.875
affd9da8-4afb-4526-a83c-04cb81c8f212,Anger_12_0595,24.14364640883978
affd9da8-4afb-4526-a83c-04cb81c8f212,Anger_2_0681,24.25
affd9da8-4afb-4526-a83c-04cb81c8f212,Anger_7_0414,24.23841059602649
