participant,video_id,actual_category,watched_video,valance,arousal,intensity,category
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Surprise_4_1436,surprise,1436.mp4,5,5,6,happiness
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Anger_13_1026,anger,1026.mp4,2,3,5,fear
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Sadness_8_0226,sadness,0226.mp4,2,5,5,sadness
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Fear_0_1375,fear,1375.mp4,3,5,4,fear
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Surprise_5_0468,surprise,0468.mp4,4,3,5,surprise
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Disgust_5_1044,disgust,1044.mp4,1,6,7,disgust
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Joy_7_0593,happiness,0593.mp4,6,3,2,happiness
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Disgust_8_1441,disgust,1441.mp4,2,5,6,disgust
ac1a342b-1a39-4d7e-b02b-76116e628e0a,Fear_1_1422,fear,1422.mp4,2,5,6,fear
affd9da8-4afb-4526-a83c-04cb81c8f212,Joy_8_1712,happiness,1712.mp4,7,2,5,happiness
affd9da8-4afb-4526-a83c-04cb81c8f212,Joy_6_1953,happiness,1953.mp4,7,5,7,happiness
affd9da8-4afb-4526-a83c-04cb81c8f212,Sadness_6_0059,sadness,0059.mp4,2,1,5,sadness
affd9da8-4afb-4526-a83c-04cb81c8f212,Joy_9_1363,happiness,1363.mp4,4,6,7,happiness
affd9da8-4afb-4526-a83c-04cb81c8f212,Fear_1_1422,fear,1422.mp4,1,2,4,fear
affd9da8-4afb-4526-a83c-04cb81c8f212,Anger_2_0681,anger,0681.mp4,1,2,6,anger
affd9da8-4afb-4526-a83c-04cb81c8f212,Disgust_7_1425,disgust,1425.mp4,1,1,6,disgust
affd9da8-4afb-4526-a83c-04cb81c8f212,Disgust_10_1907,disgust,1907.mp4,1,1,7,disgust
affd9da8-4afb-4526-a83c-04cb81c8f212,Surprise_2_1277,surprise,1277.mp4,6,5,4,surprise
affd9da8-4afb-4526-a83c-04cb81c8f212,Disgust_8_1441,disgust,1441.mp4,1,1,7,disgust
affd9da8-4afb-4526-a83c-04cb81c8f212,Sadness_15_1485,sadness,1485.mp4,4,4,1,neutral
affd9da8-4afb-4526-a83c-04cb81c8f212,Anger_12_0595,anger,0595.mp4,3,1,6,surprise
affd9da8-4afb-4526-a83c-04cb81c8f212,Surprise_10_1234,surprise,1234.mp4,4,2,4,surprise
affd9da8-4afb-4526-a83c-04cb81c8f212,Anger_7_0414,anger,0414.mp4,1,1,6,anger
affd9da8-4afb-4526-a83c-04cb81c8f212,Fear_0_1375,fear,1375.mp4,3,5,3,surprise
affd9da8-4afb-4526-a83c-04cb81c8f212,Surprise_9_1899,surprise,1899.mp4,4,5,5,surprise
affd9da8-4afb-4526-a83c-04cb81c8f212,Fear_8_0190,fear,0190.mp4,1,1,7,fear
affd9da8-4afb-4526-a83c-04cb81c8f212,Sadness_12_1587,sadness,1587.mp4,3,1,1,sadness
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Disgust_4_0929,disgust,0929.mp4,2,3,2,disgust
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Fear_7_1779,fear,1779.mp4,3,2,2,fear
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Sadness_2_1259,sadness,1259.mp4,2,5,5,sadness
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Anger_12_0595,anger,0595.mp4,4,6,5,surprise
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Sadness_15_1485,sadness,1485.mp4,2,3,4,sadness
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Fear_3_0025,fear,0025.mp4,3,3,3,neutral
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Surprise_1_0976,surprise,0976.mp4,5,5,5,surprise
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Sadness_3_0975,sadness,0975.mp4,1,4,4,sadness
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Anger_0_1310,anger,1310.mp4,2,5,4,anger
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Anger_2_0681,anger,0681.mp4,2,3,4,anger
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Joy_8_1712,happiness,1712.mp4,6,4,5,happiness
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Disgust_5_1044,disgust,1044.mp4,2,6,6,disgust
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Surprise_2_1277,surprise,1277.mp4,4,5,5,surprise
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Joy_4_1938,happiness,1938.mp4,5,3,3,happiness
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Joy_3_2034,happiness,2034.mp4,4,2,2,neutral
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Disgust_11_1940,disgust,1940.mp4,2,5,6,disgust
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Fear_4_1964,fear,1964.mp4,2,3,3,sadness
ba8eda14-8bc8-440a-a715-6e906b3b0a97,Surprise_3_1433,surprise,1433.mp4,3,2,3,surprise
d4a311fe-822d-47cd-87bd-9085d7072822,Joy_2_1034,happiness,1034.mp4,6,4,5,happiness
d4a311fe-822d-47cd-87bd-9085d7072822,Disgust_5_1044,disgust,1044.mp4,3,2,2,disgust
d4a311fe-822d-47cd-87bd-9085d7072822,Surprise_6_0602,surprise,0602.mp4,6,5,6,surprise
d4a311fe-822d-47cd-87bd-9085d7072822,Sadness_12_1587,sadness,1587.mp4,2,2,4,sadness
d4a311fe-822d-47cd-87bd-9085d7072822,Anger_2_0681,anger,0681.mp4,3,5,5,sadness
d4a311fe-822d-47cd-87bd-9085d7072822,Anger_5_0733,anger,0733.mp4,4,1,1,neutral
d4a311fe-822d-47cd-87bd-9085d7072822,Joy_4_1938,happiness,1938.mp4,6,6,6,happiness
d4a311fe-822d-47cd-87bd-9085d7072822,Disgust_3_0876,disgust,0876.mp4,7,7,7,happiness
d4a311fe-822d-47cd-87bd-9085d7072822,Surprise_10_1234,surprise,1234.mp4,3,3,2,sadness
d4a311fe-822d-47cd-87bd-9085d7072822,Joy_9_1363,happiness,1363.mp4,6,5,6,happiness
d4a311fe-822d-47cd-87bd-9085d7072822,Fear_8_0190,fear,0190.mp4,3,2,2,fear
d4a311fe-822d-47cd-87bd-9085d7072822,Surprise_2_1277,surprise,1277.mp4,4,1,1,neutral
d4a311fe-822d-47cd-87bd-9085d7072822,Sadness_3_0975,sadness,0975.mp4,4,1,1,sadness
d4a311fe-822d-47cd-87bd-9085d7072822,Fear_0_1375,fear,1375.mp4,3,5,3,fear
d4a311fe-822d-47cd-87bd-9085d7072822,Sadness_9_1164,sadness,1164.mp4,4,2,2,sadness
d4a311fe-822d-47cd-87bd-9085d7072822,Fear_1_1422,fear,1422.mp4,3,6,5,fear
d4a311fe-822d-47cd-87bd-9085d7072822,Disgust_1_0235,disgust,0235.mp4,2,6,6,disgust
d4a311fe-822d-47cd-87bd-9085d7072822,Anger_12_0595,anger,0595.mp4,3,7,7,surprise
d7671537-ee80-4023-bcb6-44dfea43107d,Disgust_3_0876,disgust,0876.mp4,3,3,2,surprise
d7671537-ee80-4023-bcb6-44dfea43107d,Surprise_4_1436,surprise,1436.mp4,5,5,4,happiness
d7671537-ee80-4023-bcb6-44dfea43107d,Disgust_5_1044,disgust,1044.mp4,2,4,5,disgust
d7671537-ee80-4023-bcb6-44dfea43107d,Joy_8_1712,happiness,1712.mp4,6,5,5,happiness
d7671537-ee80-4023-bcb6-44dfea43107d,Disgust_11_1940,disgust,1940.mp4,6,6,6,happiness
d7671537-ee80-4023-bcb6-44dfea43107d,Fear_6_0687,fear,0687.mp4,2,5,5,surprise
d7671537-ee80-4023-bcb6-44dfea43107d,Surprise_3_1433,surprise,1433.mp4,4,4,4,surprise
d7671537-ee80-4023-bcb6-44dfea43107d,Sadness_12_1587,sadness,1587.mp4,2,5,5,surprise
d7671537-ee80-4023-bcb6-44dfea43107d,Joy_9_1363,happiness,1363.mp4,4,3,1,neutral
d7671537-ee80-4023-bcb6-44dfea43107d,Sadness_2_1259,sadness,1259.mp4,3,5,4,anger
d7671537-ee80-4023-bcb6-44dfea43107d,Sadness_6_0059,sadness,0059.mp4,2,5,5,sadness
d7671537-ee80-4023-bcb6-44dfea43107d,Surprise_5_0468,surprise,0468.mp4,5,5,5,surprise
d7671537-ee80-4023-bcb6-44dfea43107d,Joy_5_0380,happiness,0380.mp4,5,3,2,neutral
d7671537-ee80-4023-bcb6-44dfea43107d,Fear_5_0137,fear,0137.mp4,2,4,5,fear
d7671537-ee80-4023-bcb6-44dfea43107d,Anger_1_0218,anger,0218.mp4,5,6,5,surprise
d7671537-ee80-4023-bcb6-44dfea43107d,Anger_7_0414,anger,0414.mp4,1,5,6,disgust
d7671537-ee80-4023-bcb6-44dfea43107d,Anger_12_0595,anger,0595.mp4,1,5,5,sadness
d7671537-ee80-4023-bcb6-44dfea43107d,Fear_4_1964,fear,1964.mp4,3,5,4,fear
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Surprise_4_1436,surprise,1436.mp4,6,6,5,happiness
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Anger_15_1260,anger,1260.mp4,1,5,6,anger
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Disgust_7_1425,disgust,1425.mp4,2,5,5,disgust
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Surprise_1_0976,surprise,0976.mp4,3,5,4,neutral
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Sadness_6_0059,sadness,0059.mp4,2,4,6,sadness
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Fear_6_0687,fear,0687.mp4,3,5,5,fear
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Sadness_9_1164,sadness,1164.mp4,1,2,2,sadness
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Surprise_6_0602,surprise,0602.mp4,5,4,4,happiness
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Fear_1_1422,fear,1422.mp4,2,5,2,fear
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Fear_9_1172,fear,1172.mp4,3,6,6,fear
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Joy_9_1363,happiness,1363.mp4,6,6,6,happiness
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Anger_12_0595,anger,0595.mp4,2,6,6,surprise
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Disgust_8_1441,disgust,1441.mp4,1,6,7,disgust
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Sadness_8_0226,sadness,0226.mp4,1,3,6,sadness
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Disgust_11_1940,disgust,1940.mp4,1,2,7,disgust
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Anger_8_0971,anger,0971.mp4,1,6,6,anger
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Joy_7_0593,happiness,0593.mp4,6,5,5,happiness
ed8f7af3-a26a-4a48-a50b-3c343c74da33,Joy_3_2034,happiness,2034.mp4,3,5,4,happiness
