model,frame,axis,value
affectnet7,183,Fear,0.0020017290953546762
affectnet7,183,Disgust,0.002694381633773446
affectnet7,183,Angry,0.01222825888544321
affectnet7,184,Neutral,0.13467392325401306
affectnet7,184,Happy,0.8153884410858154
affectnet7,184,Sad,0.03267373517155647
affectnet7,184,Surprise,0.001729836454614997
affectnet7,184,Fear,0.0019066601525992155
affectnet7,184,Disgust,0.0027807154692709446
affectnet7,184,Angry,0.010846741497516632
affectnet7,185,Neutral,0.1278289407491684
affectnet7,185,Happy,0.8244273662567139
affectnet7,185,Sad,0.03042999841272831
affectnet7,185,Surprise,0.0016731710638850927
affectnet7,185,Fear,0.0017793293809518218
affectnet7,185,Disgust,0.0025615645572543144
affectnet7,185,Angry,0.011299540288746357
affectnet7,186,Neutral,0.12028247863054276
affectnet7,186,Happy,0.8342156410217285
affectnet7,186,Sad,0.02972911298274994
affectnet7,186,Surprise,0.0013050795532763004
affectnet7,186,Fear,0.0013570006703957915
affectnet7,186,Disgust,0.0025789502542465925
affectnet7,186,Angry,0.010531799867749214
affectnet7,187,Neutral,0.12203403562307358
affectnet7,187,Happy,0.8284227848052979
affectnet7,187,Sad,0.03217552229762077
affectnet7,187,Surprise,0.0017010268056765199
affectnet7,187,Fear,0.0018157778540626168
affectnet7,187,Disgust,0.002696467563509941
affectnet7,187,Angry,0.011154436506330967
affectnet7,188,Neutral,0.11958570778369904
affectnet7,188,Happy,0.8402186632156372
affectnet7,188,Sad,0.02560671605169773
affectnet7,188,Surprise,0.0012274794280529022
affectnet7,188,Fear,0.0011904044076800346
affectnet7,188,Disgust,0.00233917823061347
affectnet7,188,Angry,0.00983190443366766
affectnet7,189,Neutral,0.12819598615169525
affectnet7,189,Happy,0.8306964039802551
affectnet7,189,Sad,0.02419315278530121
affectnet7,189,Surprise,0.0014745986554771662
affectnet7,189,Fear,0.0013752795057371259
affectnet7,189,Disgust,0.0027544954791665077
affectnet7,189,Angry,0.011309996247291565
affectnet7,190,Neutral,0.12501032650470734
affectnet7,190,Happy,0.8314532041549683
affectnet7,190,Sad,0.02434690296649933
affectnet7,190,Surprise,0.0016705431044101715
affectnet7,190,Fear,0.0017033657059073448
affectnet7,190,Disgust,0.0032419997733086348
affectnet7,190,Angry,0.012573727406561375
affectnet7,191,Neutral,0.12737585604190826
affectnet7,191,Happy,0.8229967951774597
affectnet7,191,Sad,0.027671104297041893
affectnet7,191,Surprise,0.0015152745181694627
affectnet7,191,Fear,0.0017581298016011715
affectnet7,191,Disgust,0.003609915729612112
affectnet7,191,Angry,0.01507292129099369
affectnet7,192,Neutral,0.1341536045074463
affectnet7,192,Happy,0.8025420904159546
affectnet7,192,Sad,0.03468725457787514
affectnet7,192,Surprise,0.0016417487058788538
affectnet7,192,Fear,0.0022967089898884296
affectnet7,192,Disgust,0.004549331963062286
affectnet7,192,Angry,0.020129326730966568
affectnet7,193,Neutral,0.12937548756599426
affectnet7,193,Happy,0.8082689642906189
affectnet7,193,Sad,0.03370770066976547
affectnet7,193,Surprise,0.0017438430804759264
affectnet7,193,Fear,0.002392673399299383
affectnet7,193,Disgust,0.004420947283506393
affectnet7,193,Angry,0.020090365782380104
affectnet7,194,Neutral,0.13170063495635986
affectnet7,194,Happy,0.7977533936500549
affectnet7,194,Sad,0.03636378049850464
affectnet7,194,Surprise,0.0019251963822171092
affectnet7,194,Fear,0.002911162795498967
affectnet7,194,Disgust,0.005346391350030899
affectnet7,194,Angry,0.023999471217393875
affectnet7,195,Neutral,0.1234910860657692
affectnet7,195,Happy,0.810732901096344
affectnet7,195,Sad,0.033680252730846405
affectnet7,195,Surprise,0.001765016932040453
affectnet7,195,Fear,0.002608988434076309
affectnet7,195,Disgust,0.005222355481237173
affectnet7,195,Angry,0.02249937318265438
affectnet7,196,Neutral,0.12170436978340149
affectnet7,196,Happy,0.819392740726471
affectnet7,196,Sad,0.030897879973053932
affectnet7,196,Surprise,0.0015054582618176937
affectnet7,196,Fear,0.002106976928189397
affectnet7,196,Disgust,0.005058015696704388
affectnet7,196,Angry,0.01933453232049942
affectnet7,197,Neutral,0.12023808807134628
affectnet7,197,Happy,0.8255549073219299
affectnet7,197,Sad,0.03013160079717636
affectnet7,197,Surprise,0.0015455206157639623
affectnet7,197,Fear,0.0020440248772501945
affectnet7,197,Disgust,0.0042497869580984116
affectnet7,197,Angry,0.01623613014817238
affectnet7,198,Neutral,0.13136760890483856
affectnet7,198,Happy,0.7905881404876709
affectnet7,198,Sad,0.049813251942396164
affectnet7,198,Surprise,0.0015038945712149143
affectnet7,198,Fear,0.002579611958935857
affectnet7,198,Disgust,0.00490553630515933
affectnet7,198,Angry,0.019241994246840477
affectnet7,199,Neutral,0.1267552375793457
affectnet7,199,Happy,0.8168977499008179
affectnet7,199,Sad,0.030774876475334167
affectnet7,199,Surprise,0.0013596276985481381
affectnet7,199,Fear,0.0018579467432573438
affectnet7,199,Disgust,0.003944271709769964
affectnet7,199,Angry,0.018410254269838333
affectnet7,200,Neutral,0.12689949572086334
affectnet7,200,Happy,0.8167737126350403
affectnet7,200,Sad,0.031638335436582565
affectnet7,200,Surprise,0.0015981490723788738
affectnet7,200,Fear,0.002150651067495346
affectnet7,200,Disgust,0.004022116307169199
affectnet7,200,Angry,0.016917472705245018
affectnet7,201,Neutral,0.11285434663295746
affectnet7,201,Happy,0.833682119846344
affectnet7,201,Sad,0.032686129212379456
affectnet7,201,Surprise,0.0015244605019688606
affectnet7,201,Fear,0.0020385493990033865
affectnet7,201,Disgust,0.003723429050296545
affectnet7,201,Angry,0.013490942306816578
affectnet7,202,Neutral,0.10336772352457047
affectnet7,202,Happy,0.8436374664306641
affectnet7,202,Sad,0.03432072699069977
affectnet7,202,Surprise,0.0014871556777507067
affectnet7,202,Fear,0.002323560183867812
affectnet7,202,Disgust,0.003478572703897953
affectnet7,202,Angry,0.01138473954051733
affectnet7,203,Neutral,0.1005420833826065
affectnet7,203,Happy,0.8546781539916992
affectnet7,203,Sad,0.02896162122488022
affectnet7,203,Surprise,0.0010482200887054205
affectnet7,203,Fear,0.0014259320450946689
affectnet7,203,Disgust,0.0027549434453248978
affectnet7,203,Angry,0.010589096695184708
affectnet7,204,Neutral,0.0954362228512764
affectnet7,204,Happy,0.8713863492012024
affectnet7,204,Sad,0.019715702161192894
affectnet7,204,Surprise,0.0007698523695580661
affectnet7,204,Fear,0.0008674503187648952
affectnet7,204,Disgust,0.002330241957679391
affectnet7,204,Angry,0.009494036436080933
affectnet7,205,Neutral,0.09819823503494263
affectnet7,205,Happy,0.8644985556602478
affectnet7,205,Sad,0.02183595485985279
affectnet7,205,Surprise,0.0008306358940899372
affectnet7,205,Fear,0.0009553160052746534
affectnet7,205,Disgust,0.0026999544352293015
affectnet7,205,Angry,0.01098138839006424
affectnet7,206,Neutral,0.10387581586837769
affectnet7,206,Happy,0.8562823534011841
affectnet7,206,Sad,0.022796986624598503
affectnet7,206,Surprise,0.0008274884312413633
affectnet7,206,Fear,0.0010056588798761368
affectnet7,206,Disgust,0.0027267783880233765
affectnet7,206,Angry,0.012484774924814701
affectnet7,207,Neutral,0.1049453392624855
affectnet7,207,Happy,0.8569051623344421
affectnet7,207,Sad,0.020677436143159866
affectnet7,207,Surprise,0.0008074959623627365
affectnet7,207,Fear,0.000895690405741334
affectnet7,207,Disgust,0.002691606990993023
affectnet7,207,Angry,0.013077387586236
affectnet7,208,Neutral,0.11201229691505432
affectnet7,208,Happy,0.8420575857162476
affectnet7,208,Sad,0.02581697702407837
affectnet7,208,Surprise,0.0009124452481046319
affectnet7,208,Fear,0.0011202720925211906
affectnet7,208,Disgust,0.0029823665972799063
affectnet7,208,Angry,0.015098108910024166
affectnet7,209,Neutral,0.1007123589515686
affectnet7,209,Happy,0.8624939918518066
affectnet7,209,Sad,0.01957569271326065
affectnet7,209,Surprise,0.0008778144838288426
affectnet7,209,Fear,0.0009598293690942228
affectnet7,209,Disgust,0.002786757191643119
affectnet7,209,Angry,0.012593596242368221
affectnet7,210,Neutral,0.10289240628480911
affectnet7,210,Happy,0.8663442730903625
affectnet7,210,Sad,0.013331199996173382
affectnet7,210,Surprise,0.000701549113728106
affectnet7,210,Fear,0.0007078151102177799
affectnet7,210,Disgust,0.0024222838692367077
affectnet7,210,Angry,0.013600429520010948
affectnet7,211,Neutral,0.08961895108222961
affectnet7,211,Happy,0.8805280923843384
affectnet7,211,Sad,0.014289280399680138
affectnet7,211,Surprise,0.0007275306852534413
affectnet7,211,Fear,0.0007529490394517779
affectnet7,211,Disgust,0.002469371072947979
affectnet7,211,Angry,0.011613900773227215
affectnet7,212,Neutral,0.08607158064842224
affectnet7,212,Happy,0.8874579071998596
affectnet7,212,Sad,0.010999208316206932
affectnet7,212,Surprise,0.0007821222534403205
affectnet7,212,Fear,0.000700168835464865
affectnet7,212,Disgust,0.0022698312532156706
affectnet7,212,Angry,0.011719271540641785
affectnet7,213,Neutral,0.08629248291254044
affectnet7,213,Happy,0.8856378197669983
affectnet7,213,Sad,0.011911394074559212
affectnet7,213,Surprise,0.0008002813556231558
affectnet7,213,Fear,0.0007546594715677202
affectnet7,213,Disgust,0.0025060363113880157
affectnet7,213,Angry,0.01209735032171011
affectnet7,214,Neutral,0.0921831876039505
affectnet7,214,Happy,0.8766790628433228
affectnet7,214,Sad,0.01192973181605339
affectnet7,214,Surprise,0.0008592786034569144
affectnet7,214,Fear,0.0010737311094999313
affectnet7,214,Disgust,0.00263201049529016
affectnet7,214,Angry,0.014643017202615738
affectnet7,215,Neutral,0.08595184236764908
affectnet7,215,Happy,0.8853011131286621
affectnet7,215,Sad,0.012490926310420036
affectnet7,215,Surprise,0.0008026851573958993
affectnet7,215,Fear,0.0007797483704052866
affectnet7,215,Disgust,0.0025891612749546766
affectnet7,215,Angry,0.012084473855793476
affectnet7,216,Neutral,0.09499615430831909
affectnet7,216,Happy,0.8731435537338257
affectnet7,216,Sad,0.012983163818717003
affectnet7,216,Surprise,0.0007329736254177988
affectnet7,216,Fear,0.0008177519775927067
affectnet7,216,Disgust,0.0027810633182525635
affectnet7,216,Angry,0.014545281417667866
affectnet7,217,Neutral,0.09166678041219711
affectnet7,217,Happy,0.879932701587677
affectnet7,217,Sad,0.010996981523931026
affectnet7,217,Surprise,0.0006909124203957617
affectnet7,217,Fear,0.0007735815597698092
affectnet7,217,Disgust,0.0026180783752352
affectnet7,217,Angry,0.013320873491466045
affectnet7,218,Neutral,0.08541017770767212
affectnet7,218,Happy,0.8855709433555603
affectnet7,218,Sad,0.011992747895419598
affectnet7,218,Surprise,0.0009188693366013467
affectnet7,218,Fear,0.0009968179510906339
affectnet7,218,Disgust,0.0027097342535853386
affectnet7,218,Angry,0.012400656938552856
affectnet7,219,Neutral,0.08588435500860214
affectnet7,219,Happy,0.8818190693855286
affectnet7,219,Sad,0.013092109933495522
affectnet7,219,Surprise,0.0013100265059620142
affectnet7,219,Fear,0.0014368239790201187
affectnet7,219,Disgust,0.003318722592666745
affectnet7,219,Angry,0.013138983398675919
affectnet7,220,Neutral,0.0928693488240242
affectnet7,220,Happy,0.8685283660888672
affectnet7,220,Sad,0.01577533222734928
affectnet7,220,Surprise,0.0014989615883678198
affectnet7,220,Fear,0.001990910852327943
affectnet7,220,Disgust,0.003949631471186876
affectnet7,220,Angry,0.015387414954602718
affectnet7,221,Neutral,0.10110413283109665
affectnet7,221,Happy,0.8616096377372742
affectnet7,221,Sad,0.015617572702467442
affectnet7,221,Surprise,0.00138481252361089
affectnet7,221,Fear,0.0017377202166244388
affectnet7,221,Disgust,0.0033976526465266943
affectnet7,221,Angry,0.01514869648963213
affectnet7,222,Neutral,0.101462222635746
affectnet7,222,Happy,0.857978880405426
affectnet7,222,Sad,0.01757034659385681
affectnet7,222,Surprise,0.0014398914063349366
affectnet7,222,Fear,0.001887502963654697
affectnet7,222,Disgust,0.003423186019062996
affectnet7,222,Angry,0.016238003969192505
affectnet7,223,Neutral,0.10214553028345108
affectnet7,223,Happy,0.8561362624168396
affectnet7,223,Sad,0.018097378313541412
affectnet7,223,Surprise,0.0014725574292242527
affectnet7,223,Fear,0.002062225015833974
affectnet7,223,Disgust,0.003398618893697858
affectnet7,223,Angry,0.016687562689185143
affectnet7,224,Neutral,0.104849673807621
affectnet7,224,Happy,0.8538773655891418
affectnet7,224,Sad,0.01834488846361637
affectnet7,224,Surprise,0.001281626638956368
affectnet7,224,Fear,0.001797814853489399
affectnet7,224,Disgust,0.0035489790607243776
affectnet7,224,Angry,0.016299519687891006
affectnet7,225,Neutral,0.11205741763114929
affectnet7,225,Happy,0.8480309844017029
affectnet7,225,Sad,0.015643155202269554
affectnet7,225,Surprise,0.0013193130725994706
affectnet7,225,Fear,0.0017313751159235835
affectnet7,225,Disgust,0.003561411751434207
affectnet7,225,Angry,0.017656324431300163
affectnet7,226,Neutral,0.11129321902990341
affectnet7,226,Happy,0.8490997552871704
affectnet7,226,Sad,0.017562519758939743
affectnet7,226,Surprise,0.0010737900156527758
affectnet7,226,Fear,0.0014901012182235718
affectnet7,226,Disgust,0.003161276923492551
affectnet7,226,Angry,0.01631942018866539
affectnet7,227,Neutral,0.10327037423849106
affectnet7,227,Happy,0.8588059544563293
affectnet7,227,Sad,0.017379306256771088
affectnet7,227,Surprise,0.0012718482175841928
affectnet7,227,Fear,0.0017192030791193247
affectnet7,227,Disgust,0.0032447378616780043
affectnet7,227,Angry,0.014308511279523373
affectnet7,228,Neutral,0.09693679213523865
affectnet7,228,Happy,0.866384744644165
affectnet7,228,Sad,0.015976814553141594
affectnet7,228,Surprise,0.0012354525970295072
affectnet7,228,Fear,0.001674638711847365
affectnet7,228,Disgust,0.003505486762151122
affectnet7,228,Angry,0.014286135323345661
affectnet7,229,Neutral,0.09360428899526596
affectnet7,229,Happy,0.8673699498176575
affectnet7,229,Sad,0.016162564978003502
affectnet7,229,Surprise,0.0013913969742134213
affectnet7,229,Fear,0.0018730642041191459
affectnet7,229,Disgust,0.003884189762175083
affectnet7,229,Angry,0.015714526176452637
affectnet7,230,Neutral,0.09202637523412704
affectnet7,230,Happy,0.8690587878227234
affectnet7,230,Sad,0.015724776312708855
affectnet7,230,Surprise,0.0014870294835418463
affectnet7,230,Fear,0.0019824120681732893
affectnet7,230,Disgust,0.004092393908649683
affectnet7,230,Angry,0.015628227964043617
affectnet7,231,Neutral,0.08776402473449707
affectnet7,231,Happy,0.879481852054596
affectnet7,231,Sad,0.013402307406067848
affectnet7,231,Surprise,0.0012407134054228663
affectnet7,231,Fear,0.0015021555591374636
affectnet7,231,Disgust,0.0031166854314506054
affectnet7,231,Angry,0.013492301106452942
affectnet7,232,Neutral,0.09201761335134506
affectnet7,232,Happy,0.8699462413787842
affectnet7,232,Sad,0.016379905864596367
affectnet7,232,Surprise,0.001250606612302363
affectnet7,232,Fear,0.0016763510648161173
affectnet7,232,Disgust,0.0035648983903229237
affectnet7,232,Angry,0.015164376236498356
affectnet7,233,Neutral,0.08881469070911407
affectnet7,233,Happy,0.8762732744216919
affectnet7,233,Sad,0.014127995818853378
affectnet7,233,Surprise,0.0010319144930690527
affectnet7,233,Fear,0.0013286821777001023
affectnet7,233,Disgust,0.0034941425547003746
affectnet7,233,Angry,0.014929070137441158
affectnet7,234,Neutral,0.08702728897333145
affectnet7,234,Happy,0.8766091465950012
affectnet7,234,Sad,0.014639894478023052
affectnet7,234,Surprise,0.0011468081502243876
affectnet7,234,Fear,0.001480327919125557
affectnet7,234,Disgust,0.003547938307747245
affectnet7,234,Angry,0.015548531897366047
affectnet7,235,Neutral,0.0899299830198288
affectnet7,235,Happy,0.8761947751045227
affectnet7,235,Sad,0.013156621716916561
affectnet7,235,Surprise,0.0010494590969756246
affectnet7,235,Fear,0.0012944607296958566
affectnet7,235,Disgust,0.0030524753965437412
affectnet7,235,Angry,0.015322426334023476
affectnet7,236,Neutral,0.10107894986867905
affectnet7,236,Happy,0.8618866205215454
affectnet7,236,Sad,0.013952706940472126
affectnet7,236,Surprise,0.0010510697029531002
affectnet7,236,Fear,0.001316389418207109
affectnet7,236,Disgust,0.003357122652232647
affectnet7,236,Angry,0.017357150092720985
affectnet7,237,Neutral,0.09629490226507187
affectnet7,237,Happy,0.8682193160057068
affectnet7,237,Sad,0.014700242318212986
affectnet7,237,Surprise,0.0009944010525941849
affectnet7,237,Fear,0.001202635234221816
affectnet7,237,Disgust,0.0031874822452664375
affectnet7,237,Angry,0.015400954522192478
affectnet7,238,Neutral,0.09706555306911469
affectnet7,238,Happy,0.8648656606674194
affectnet7,238,Sad,0.015538724139332771
affectnet7,238,Surprise,0.0011502422858029604
affectnet7,238,Fear,0.0014939811080694199
affectnet7,238,Disgust,0.003625479992479086
affectnet7,238,Angry,0.01626025326550007
affectnet7,239,Neutral,0.09477189183235168
affectnet7,239,Happy,0.8670541048049927
affectnet7,239,Sad,0.01507059670984745
affectnet7,239,Surprise,0.0010179218370467424
affectnet7,239,Fear,0.0013025404186919332
affectnet7,239,Disgust,0.00355297583155334
affectnet7,239,Angry,0.017229970544576645
rafdb,0,Neutral,0.0840497612953186
rafdb,0,Happy,0.9098027348518372
rafdb,0,Sad,0.0045831287279725075
rafdb,0,Surprise,2.911272349592764e-05
rafdb,0,Fear,8.764551603235304e-05
rafdb,0,Disgust,0.0012738388031721115
rafdb,0,Angry,0.00017374331946484745
rafdb,1,Neutral,0.09148727357387543
rafdb,1,Happy,0.9023764729499817
rafdb,1,Sad,0.0045593734830617905
rafdb,1,Surprise,2.512341052351985e-05
rafdb,1,Fear,7.206787267932668e-05
rafdb,1,Disgust,0.001348249614238739
rafdb,1,Angry,0.00013122512609697878
rafdb,2,Neutral,0.13216382265090942
rafdb,2,Happy,0.8581660985946655
rafdb,2,Sad,0.007127244025468826
rafdb,2,Surprise,4.238549809087999e-05
rafdb,2,Fear,8.931628690334037e-05
rafdb,2,Disgust,0.0022831226233392954
rafdb,2,Angry,0.00012798543320968747
rafdb,3,Neutral,0.10435910522937775
rafdb,3,Happy,0.8805123567581177
rafdb,3,Sad,0.012599490582942963
rafdb,3,Surprise,3.269589433330111e-05
rafdb,3,Fear,0.00012363448331598192
rafdb,3,Disgust,0.0021660146303474903
rafdb,3,Angry,0.00020667989156208932
rafdb,4,Neutral,0.08965936303138733
rafdb,4,Happy,0.9009990096092224
rafdb,4,Sad,0.007220340892672539
rafdb,4,Surprise,3.1795305403647944e-05
rafdb,4,Fear,0.00013519302592612803
rafdb,4,Disgust,0.0017828315030783415
rafdb,4,Angry,0.0001714659738354385
rafdb,5,Neutral,0.13223175704479218
rafdb,5,Happy,0.8550510406494141
rafdb,5,Sad,0.010347637347877026
rafdb,5,Surprise,4.4623116991715506e-05
rafdb,5,Fear,0.00016638707893434912
rafdb,5,Disgust,0.001953124301508069
rafdb,5,Angry,0.00020546630548778921
rafdb,6,Neutral,0.13583098351955414
rafdb,6,Happy,0.8537977933883667
rafdb,6,Sad,0.007579841185361147
rafdb,6,Surprise,3.94515591324307e-05
rafdb,6,Fear,0.00013036414748057723
rafdb,6,Disgust,0.0024777681101113558
rafdb,6,Angry,0.00014383804227691144
rafdb,7,Neutral,0.16820821166038513
rafdb,7,Happy,0.8200857043266296
rafdb,7,Sad,0.00878810416907072
rafdb,7,Surprise,4.698561679106206e-05
rafdb,7,Fear,0.0001270045031560585
rafdb,7,Disgust,0.0025889319367706776
rafdb,7,Angry,0.00015500753943342716
rafdb,8,Neutral,0.27577531337738037
rafdb,8,Happy,0.7114028334617615
rafdb,8,Sad,0.010027910582721233
rafdb,8,Surprise,6.701979145873338e-05
rafdb,8,Fear,0.00010603186092339456
rafdb,8,Disgust,0.002436744049191475
rafdb,8,Angry,0.0001841934717958793
rafdb,9,Neutral,0.19537530839443207
rafdb,9,Happy,0.7868019938468933
rafdb,9,Sad,0.015581509098410606
rafdb,9,Surprise,6.001214205753058e-05
rafdb,9,Fear,0.00010167195432586595
rafdb,9,Disgust,0.0017656154232099652
rafdb,9,Angry,0.0003139440668746829
rafdb,10,Neutral,0.19745880365371704
rafdb,10,Happy,0.7817171216011047
rafdb,10,Sad,0.018414784222841263
rafdb,10,Surprise,7.302083395188674e-05
rafdb,10,Fear,8.198655268643051e-05
rafdb,10,Disgust,0.0019953707233071327
rafdb,10,Angry,0.0002588761562947184
rafdb,11,Neutral,0.20939543843269348
rafdb,11,Happy,0.7590073943138123
rafdb,11,Sad,0.028750047087669373
rafdb,11,Surprise,7.59538816055283e-05
rafdb,11,Fear,0.00011765627277782187
rafdb,11,Disgust,0.0023032233584672213
rafdb,11,Angry,0.00035042595118284225
rafdb,12,Neutral,0.25219398736953735
rafdb,12,Happy,0.718425452709198
rafdb,12,Sad,0.026577947661280632
rafdb,12,Surprise,7.834415737306699e-05
rafdb,12,Fear,0.00011965086741838604
rafdb,12,Disgust,0.0022556146141141653
rafdb,12,Angry,0.00034897166187874973
rafdb,13,Neutral,0.24437566101551056
rafdb,13,Happy,0.7302024960517883
rafdb,13,Sad,0.022632431238889694
rafdb,13,Surprise,8.00591878942214e-05
rafdb,13,Fear,0.00010968850983772427
rafdb,13,Disgust,0.0023023230023682117
rafdb,13,Angry,0.0002972482470795512
rafdb,14,Neutral,0.17638032138347626
rafdb,14,Happy,0.8007363080978394
rafdb,14,Sad,0.02040206268429756
rafdb,14,Surprise,6.815321830799803e-05
rafdb,14,Fear,9.972795669455081e-05
rafdb,14,Disgust,0.0020363428629934788
rafdb,14,Angry,0.0002770881401374936
rafdb,15,Neutral,0.1782340705394745
rafdb,15,Happy,0.7923805713653564
rafdb,15,Sad,0.026569776237010956
rafdb,15,Surprise,6.225500692380592e-05
rafdb,15,Fear,9.159922046819702e-05
rafdb,15,Disgust,0.002404976636171341
rafdb,15,Angry,0.0002567726478446275
rafdb,16,Neutral,0.2853619456291199
rafdb,16,Happy,0.6108664870262146
rafdb,16,Sad,0.09720420092344284
rafdb,16,Surprise,7.653480133740231e-05
rafdb,16,Fear,0.00010610534809529781
rafdb,16,Disgust,0.00615886552259326
rafdb,16,Angry,0.0002258751483168453
rafdb,17,Neutral,0.2875814437866211
rafdb,17,Happy,0.6117265820503235
rafdb,17,Sad,0.08962041884660721
rafdb,17,Surprise,7.189034658949822e-05
rafdb,17,Fear,0.00015006758621893823
rafdb,17,Disgust,0.010570675134658813
rafdb,17,Angry,0.00027889353805221617
rafdb,18,Neutral,0.2865101397037506
rafdb,18,Happy,0.6404340863227844
rafdb,18,Sad,0.06309165060520172
rafdb,18,Surprise,7.337173155974597e-05
rafdb,18,Fear,0.00013380417658481747
rafdb,18,Disgust,0.009474826976656914
rafdb,18,Angry,0.0002821759262587875
rafdb,19,Neutral,0.22880470752716064
rafdb,19,Happy,0.6499341726303101
rafdb,19,Sad,0.11299878358840942
rafdb,19,Surprise,6.769430183339864e-05
rafdb,19,Fear,0.00014664603804703802
rafdb,19,Disgust,0.007804056629538536
rafdb,19,Angry,0.0002439062955090776
rafdb,20,Neutral,0.18210703134536743
rafdb,20,Happy,0.7765123248100281
rafdb,20,Sad,0.037823088467121124
rafdb,20,Surprise,5.222925392445177e-05
rafdb,20,Fear,9.753365156939253e-05
rafdb,20,Disgust,0.0032262566965073347
rafdb,20,Angry,0.00018163250933866948
rafdb,21,Neutral,0.09125765413045883
rafdb,21,Happy,0.8908628821372986
rafdb,21,Sad,0.01554200705140829
rafdb,21,Surprise,3.816375101450831e-05
rafdb,21,Fear,7.96184831415303e-05
rafdb,21,Disgust,0.0020541592966765165
rafdb,21,Angry,0.00016550927830394357
rafdb,22,Neutral,0.08382613956928253
rafdb,22,Happy,0.9069296717643738
rafdb,22,Sad,0.007773164659738541
rafdb,22,Surprise,3.2081021345220506e-05
rafdb,22,Fear,7.069165440043435e-05
rafdb,22,Disgust,0.0012009097263216972
rafdb,22,Angry,0.0001672284706728533
rafdb,23,Neutral,0.07709667831659317
rafdb,23,Happy,0.914585530757904
rafdb,23,Sad,0.0071110972203314304
rafdb,23,Surprise,2.5499002731521614e-05
rafdb,23,Fear,6.686937558697537e-05
rafdb,23,Disgust,0.0009474412654526532
rafdb,23,Angry,0.0001668987242737785
rafdb,24,Neutral,0.08017613738775253
rafdb,24,Happy,0.9123939871788025
rafdb,24,Sad,0.006419196259230375
rafdb,24,Surprise,2.3994984076125547e-05
rafdb,24,Fear,6.666901026619598e-05
rafdb,24,Disgust,0.0007617751252837479
rafdb,24,Angry,0.0001582130789756775
rafdb,25,Neutral,0.057284679263830185
rafdb,25,Happy,0.9361432194709778
rafdb,25,Sad,0.005749713163822889
rafdb,25,Surprise,1.8863625882659107e-05
rafdb,25,Fear,6.658944039372727e-05
rafdb,25,Disgust,0.0006031356751918793
rafdb,25,Angry,0.00013365862832870334
rafdb,26,Neutral,0.05016797035932541
rafdb,26,Happy,0.9439536929130554
rafdb,26,Sad,0.005000152159482241
rafdb,26,Surprise,1.8646918761078268e-05
rafdb,26,Fear,6.953171396162361e-05
rafdb,26,Disgust,0.0006421602447517216
rafdb,26,Angry,0.0001477709593018517
rafdb,27,Neutral,0.04448344185948372
rafdb,27,Happy,0.95066899061203
rafdb,27,Sad,0.004035640507936478
rafdb,27,Surprise,1.7146663594758138e-05
rafdb,27,Fear,6.273543840507045e-05
rafdb,27,Disgust,0.0005858264048583806
rafdb,27,Angry,0.00014636048581451178
rafdb,28,Neutral,0.04281732812523842
rafdb,28,Happy,0.9529318809509277
rafdb,28,Sad,0.003532097674906254
rafdb,28,Surprise,1.60807539941743e-05
rafdb,28,Fear,5.643037729896605e-05
rafdb,28,Disgust,0.0005175141268409789
rafdb,28,Angry,0.0001285080361412838
rafdb,29,Neutral,0.040478628128767014
rafdb,29,Happy,0.9543072581291199
rafdb,29,Sad,0.0044234623201191425
rafdb,29,Surprise,1.5144023564062081e-05
rafdb,29,Fear,5.3100910008652136e-05
rafdb,29,Disgust,0.0005730002885684371
rafdb,29,Angry,0.00014932380872778594
rafdb,30,Neutral,0.03638199716806412
rafdb,30,Happy,0.9587101340293884
rafdb,30,Sad,0.004090308677405119
rafdb,30,Surprise,1.5012173207651358e-05
rafdb,30,Fear,4.939616337651387e-05
rafdb,30,Disgust,0.0006247858400456607
rafdb,30,Angry,0.00012842484284192324
rafdb,31,Neutral,0.03877747431397438
rafdb,31,Happy,0.9553788900375366
rafdb,31,Sad,0.005060030147433281
rafdb,31,Surprise,1.4970642041589599e-05
rafdb,31,Fear,5.629214138025418e-05
rafdb,31,Disgust,0.0005842280224896967
rafdb,31,Angry,0.00012811452324967831
rafdb,32,Neutral,0.0472000390291214
rafdb,32,Happy,0.9462921023368835
rafdb,32,Sad,0.005723563022911549
rafdb,32,Surprise,1.729655014059972e-05
rafdb,32,Fear,6.043056055204943e-05
rafdb,32,Disgust,0.0005671869148500264
rafdb,32,Angry,0.00013930712884757668
rafdb,33,Neutral,0.04766364023089409
rafdb,33,Happy,0.946956217288971
rafdb,33,Sad,0.004598525818437338
rafdb,33,Surprise,1.7167178157251328e-05
rafdb,33,Fear,6.14248201600276e-05
rafdb,33,Disgust,0.0005512634525075555
rafdb,33,Angry,0.0001518162025604397
rafdb,34,Neutral,0.04294051602482796
rafdb,34,Happy,0.9515297412872314
rafdb,34,Sad,0.0048259408213198185
rafdb,34,Surprise,1.752648677211255e-05
rafdb,34,Fear,6.19898855802603e-05
rafdb,34,Disgust,0.0004719969001598656
rafdb,34,Angry,0.00015232454461511225
rafdb,35,Neutral,0.04007799178361893
rafdb,35,Happy,0.9542383551597595
rafdb,35,Sad,0.0049940417520701885
rafdb,35,Surprise,1.6624006093479693e-05
rafdb,35,Fear,6.152446439955384e-05
rafdb,35,Disgust,0.0004618594830390066
rafdb,35,Angry,0.00014973497309256345
rafdb,36,Neutral,0.04480545595288277
rafdb,36,Happy,0.9509473443031311
rafdb,36,Sad,0.003614197252318263
